epoch;accuracy;cer;loss;val_accuracy;val_cer;val_loss
0;0.01858147233724594;0.6625518798828125;24.341012954711914;0.13750000298023224;0.25005343556404114;9.655729293823242
1;0.200041726231575;0.22456824779510498;8.343587875366211;0.3518750071525574;0.1447538137435913;5.391294002532959
2;0.3443566858768463;0.15641330182552338;5.7637410163879395;0.4569791853427887;0.11242140084505081;4.2012739181518555
3;0.43037205934524536;0.12733007967472076;4.681412220001221;0.504895806312561;0.0979905053973198;3.6643171310424805
4;0.4853332042694092;0.10978154093027115;4.009205341339111;0.559374988079071;0.08626341819763184;3.2594518661499023
5;0.5285711884498596;0.09731176495552063;3.5418646335601807;0.5823957920074463;0.0808475911617279;3.0123636722564697
6;0.5644629597663879;0.08852744847536087;3.218085765838623;0.5981249809265137;0.07887104153633118;2.9388768672943115
7;0.5925622582435608;0.0803026556968689;2.9198684692382812;0.6195833086967468;0.07587096095085144;2.824695348739624
8;0.6140825748443604;0.07502656430006027;2.7134814262390137;0.643750011920929;0.06873201578855515;2.587986469268799
9;0.6334697604179382;0.06989216804504395;2.5272932052612305;0.6548958420753479;0.06757143884897232;2.590470314025879
10;0.6490225195884705;0.06638332456350327;2.3940212726593018;0.6572916507720947;0.06667868047952652;2.5239739418029785
11;0.6640922427177429;0.06258708983659744;2.2442071437835693;0.6719791293144226;0.06299632787704468;2.5058434009552
12;0.6767944097518921;0.05934721603989601;2.1351053714752197;0.6760416626930237;0.061834562569856644;2.3859102725982666
13;0.6849079132080078;0.05742906406521797;2.05625057220459;0.6780208349227905;0.06174826994538307;2.430492877960205
14;0.6956053972244263;0.05481759458780289;1.9657628536224365;0.6839583516120911;0.060268811881542206;2.3480498790740967
15;0.7043721079826355;0.05316406860947609;1.885837197303772;0.7012500166893005;0.0573306567966938;2.358548641204834
16;0.7099512219429016;0.051930155605077744;1.847475290298462;0.7018749713897705;0.057065144181251526;2.280708074569702
17;0.7200757265090942;0.05012964457273483;1.77242910861969;0.7016666531562805;0.05627129599452019;2.2580273151397705
18;0.7267270088195801;0.04814679175615311;1.7113487720489502;0.7166666388511658;0.05450117588043213;2.2583673000335693
19;0.7302292585372925;0.047598663717508316;1.6860604286193848;0.6970833539962769;0.058006610721349716;2.2924020290374756
20;0.7381468415260315;0.04548216611146927;1.6132240295410156;0.7077083587646484;0.05549948289990425;2.2597782611846924
21;0.7403376698493958;0.04551074281334877;1.6214102506637573;0.7201041579246521;0.053812175989151;2.167576551437378
22;0.7446953654289246;0.044264618307352066;1.5687114000320435;0.7281249761581421;0.05108439922332764;2.091061592102051
23;0.752422034740448;0.04251854121685028;1.5066436529159546;0.7257291674613953;0.053659383207559586;2.205855369567871
24;0.7540527582168579;0.042661577463150024;1.5081782341003418;0.7285416126251221;0.054338324815034866;2.2164547443389893
25;0.7570188641548157;0.04185418412089348;1.4745110273361206;0.7226041555404663;0.05521330237388611;2.253657817840576
26;0.758644700050354;0.04107510671019554;1.451380729675293;0.739479124546051;0.05105332285165787;2.1681230068206787
27;0.765159547328949;0.040225181728601456;1.4181658029556274;0.7210416197776794;0.053682826459407806;2.2615315914154053
28;0.7639397382736206;0.04010419175028801;1.4128278493881226;0.7294791340827942;0.051768723875284195;2.2254672050476074
29;0.7640392780303955;0.040390096604824066;1.4127057790756226;0.7323958873748779;0.052021607756614685;2.1085731983184814
30;0.7719488739967346;0.03829805180430412;1.3424664735794067;0.7326041460037231;0.050664275884628296;2.1459574699401855
31;0.7751107811927795;0.03784116730093956;1.3325345516204834;0.7208333611488342;0.05541671812534332;2.2741854190826416
32;0.7771555185317993;0.03719769045710564;1.3073720932006836;0.7323958873748779;0.05353406071662903;2.3393781185150146
